user_id,is_active,retention_days,retention_rate
767cebf7-d0b8-493c-97aa-6ca38e379f9c,1,14,0.48870330730708345
adcaea48-ecd4-47d4-b64a-fba8659754b2,1,117,0.16325124597470364
5d0d28cd-b823-4ee3-95f5-ca689f4a60af,0,314,0.5998215399626261
e1e4dad9-23cd-4ab6-a646-6c4cfbabda6e,0,23,0.826854069203817
9baf67e2-5273-40d6-b7fb-13b9e0767e8b,0,182,0.2900850740612335
7dfcbc77-b8c4-418c-ab75-b93d2046caf8,1,342,0.9891367605155923
a0ba8306-037d-4cea-9881-e0821c0c880b,1,287,0.6896920312887189
69741735-99d1-4810-a03f-f157e2f0a2e4,1,134,0.4523216558618328
400b8547-b58b-46e3-876f-0bb202bcfefd,1,324,0.775403531823268
25a59b71-59e6-418e-a991-2cb115d189b1,1,330,0.5080547979394818
2c334a0f-f796-4fa5-b0e1-c2ffd83b506c,1,180,0.8142174573352439
4409e824-e3e0-4ae8-bad8-b0b391253251,1,161,0.6608731902639479
b4526548-b248-4da2-a97d-3ac896915bed,1,283,0.9317771158316752
25a5f9de-c540-41bd-9442-0d01eacd8669,0,40,0.8496645994628761
3934f7b7-b063-44dc-bb0b-81ce0d8e410a,1,166,0.7728464800241983
fedbcd33-f4d2-41cb-9ab4-1d6ba72f86e9,1,291,0.670989764497871
3531010f-7285-4bbf-bf7e-4ecca93d1a80,1,69,0.6642335819227451
6224f577-fdef-497f-9e90-99839d4ff76e,1,3,0.42364852556350163
d448e3e1-a986-4783-8174-30f85ce10433,1,141,0.6507903960585589
c264464c-fd75-4d8b-b45b-e933cef6610b,1,14,0.876992635137872
ea66710d-fb86-4502-a589-090d67e98267,0,121,0.6345228265895186
da547f19-3fa7-485b-ae67-ab7a4120e49d,1,117,0.3866451865581202
73d45fe9-4efa-4041-968b-459141c387ff,1,242,0.28787122069022075
95113dd5-eae0-487b-9e17-3c45446dc002,1,16,0.005938054117987757
9b60a997-4a84-4861-b332-407627ac4dbf,1,54,0.7149672655742039
09efff36-ee09-4467-89a2-6d25a029e6d4,1,234,0.35316450275022804
918ab46b-091a-432e-800c-99ec9d75fd82,1,40,0.3174633326288947
064f9f2a-89e0-411c-9318-d4187f9658fa,1,105,0.04907970519835947
f27a6a90-f78c-41d1-9d5b-f860f12d4f4a,0,338,0.1664460746654295
0976efd7-1f1d-400a-9d4a-a493ab61e2c7,1,294,0.02703966469465502
207eb9ae-3031-498e-b7cd-28682472bd00,1,306,0.6140501417031761
a51185de-ef57-401e-bf0b-efa39926bc9e,1,249,0.2176555984887013
e9f04307-e70f-4280-b209-ce5bfa6bae7f,1,218,0.2741743301596258
f11564c7-4564-41c9-bf70-42440c57e81b,1,177,0.27597109176328116
5b7e444a-e81c-4621-b54b-053f6c10e3c7,1,213,0.2094199147401965
3fb63083-c797-48a0-b755-ae53dddacd8b,1,170,0.09619716941313816
e7a6bb0d-9bbd-43d7-a934-2891d566c42b,0,254,0.07471399813303436
2de648a9-a07e-4862-8e6b-2d4e4cb7c79a,1,301,0.6615765204049906
4fd50c6c-547e-4007-90c8-5a74cc4c06fc,1,283,0.9918635123132787
fe1e11e6-3fd2-4190-9a49-5d30404c7690,1,116,0.04752407616023224
9c35938f-3ff4-4114-af7c-37dfef66bdfc,0,332,0.06622651023150594
f374162d-efee-4b8c-b6a9-0cecc6e772bc,1,117,0.27576598525485585
60d91d93-2a4e-4d0c-b09a-334403cafeff,1,311,0.94580284858124
6d70e942-fc55-4b63-bfbf-c4e1338aace4,1,109,0.5365078797472946
c561eb3d-5e73-477e-9980-10e29d816a04,1,73,0.8329083615470368
d8d0b5a8-b1fc-4835-b019-8ae662ca9226,1,312,0.9789561820218877
2d7843a0-ade0-4ac0-b750-1cdb3a381918,1,30,0.7728465912821743
531192ba-3c18-46b5-ab2d-8131a1eae826,1,143,0.735834623087156
0cf46a4a-ab54-4b24-8ebd-1d0bfbe3ff87,1,311,0.9655067162667765
db3f3428-5ece-45ec-ac1d-94f8d508655e,1,226,0.7600893232856766
72aa7ca4-de97-44b9-a0c2-391f13333b54,1,188,0.24710602478762855
80413aca-fc58-4843-b3b8-fdf70dd5e770,1,141,0.8975450669432304
6e5f4fb5-f560-4b9f-9749-d3f1c780f2ea,1,255,0.6915096586457021
6007f784-5a0d-4886-85da-5e56a7e30d9f,1,130,0.9235914445977518
1ea89e28-9729-4c79-a494-3e6aa0e9bdc5,0,183,0.29322339896587135
d996dbbb-aa9e-45ac-a449-0802b697713d,1,158,0.5705088367427645
96f74d15-323f-4187-9ff3-b2e7aa2a6455,1,51,0.2063024564835385
e7b1023f-f54e-41b3-8c5e-0babefb66db7,1,114,0.9584777328583906
29640fe3-c0eb-472f-a482-ab9ff697e323,1,74,0.22621274033668426
4eefb378-215f-4427-a770-c41b6c2416ec,0,208,0.9413617608598019
b7938b9b-5716-4e19-86ef-6e3fbf8a9312,1,290,0.5335760137618982
19f690f8-7c49-4e23-9bdc-4cf294bf654d,1,357,0.8211163223140409
7ee411a9-cc83-452a-813a-7c9bbd8b2533,1,9,0.5723736261388076
7669ef78-39f9-4c87-976c-fdfab98f4ce7,1,62,0.33413769518688574
7375514e-0162-48ca-b98d-37b9107dfc81,0,307,0.6758511679673184
a4f2c75f-6f71-427b-a41c-7f50daccfb72,1,109,0.36363245230109986
cfd141dc-e915-4152-acbb-284f267634c0,0,238,0.5844354806140202
5c538b73-c22d-4389-b85c-a51e452c6f1e,1,51,0.7990649990002998
26ef1ead-70bd-4171-adc7-de4aa72833b7,1,276,0.14828343873823024
bd26de2f-19da-4eea-a3ba-71e779387f5b,1,214,0.20307296564351995
a95ae54f-4ca5-4077-9597-5cdb0b88ac40,1,230,0.8240566917328076
82b2ffb5-7158-4451-a0f8-e0e67f8b5b0b,1,95,0.04760701895975694
40a65bee-8f5e-423f-83e6-82bd28ecc537,1,349,0.2273919372807337
0e08e02c-7ca4-440c-9f59-40adfe3ca499,1,215,0.018203741847679367
29524168-0de2-4f87-852b-02ddc9f70a46,1,164,0.510879045013079
88af417c-bf41-42ac-a203-3b604df16f9e,1,294,0.38854667188286474
a6a54086-29ff-4f64-ae1f-7935800faaea,1,49,0.49720573730538076
7f30eb17-9ac3-4962-b20d-dc0614bf4b28,1,345,0.4581338816729147
2f17d0a9-d5d3-4e0c-bf0b-c850290e0685,1,141,0.3212242118509582
a98d63cb-901a-4ed1-a1a1-251532978001,1,317,0.006983511452554492
ca9a1894-8635-469b-ab87-25937ea9c69f,1,197,0.459486182676935
4eea29d6-bacb-4039-95ad-df73364e3d24,0,357,0.07933471031867445
0496caa5-776a-4149-9598-0601f78a2699,1,141,0.9479779470514869
9e0c2366-184a-497b-b546-1775556aa7ba,1,358,0.013338509043357205
41729e0e-03e2-4def-8dc1-b3db2b4676e3,0,314,0.3789898922260623
1dd64977-2be2-44f6-b9c2-fe13c07e053e,1,285,0.661066756136571
fcd5d0c7-219c-4f7f-98ad-33e140bc155e,1,339,0.015536690375057893
1deebb2a-af4e-400a-867a-e6c3bf7cbd28,1,253,0.2716383144324268
c4fd1c0c-9d10-4781-93d6-603253c02476,1,18,0.8812375051872439
3c18a605-eda2-47f8-a679-f01c55c7ff70,1,147,0.12174061612410703
0d3aa418-4215-459d-85c8-214392a29d53,1,116,0.686678477338477
7d36062e-f8e0-4aaf-88ae-0cf3062d359a,1,223,0.5667113514803065
304ff0f1-9f43-47cb-a0c2-d0143462db1d,1,202,0.25552692046313485
095359fb-2293-4bf2-8bce-ecd1c61a3259,1,48,0.7328744427579797
add7ea29-b674-4126-b2f8-fd063e3562b0,0,83,0.14028104073630288
0f25fd40-6175-44d0-a925-f4b1bc35fa36,1,234,0.9437829279380912
623ee7aa-b360-4d94-bbb8-f3578c3f06bc,1,264,0.3792265150171701
0217bfe4-58ee-4812-86c0-339103e2f6fa,1,99,0.34964206698217604
a680d901-44fd-4113-9ae8-4d49fe9a2c64,1,37,0.7486317792682018
a3c55f59-9998-492d-9cb5-08c5b84a6d2c,1,343,0.625832318225992
c24f41fd-d2b2-4fd7-a950-c3f30275e71d,1,364,0.04748712660851728
8b592fba-cd68-4359-b913-e564adcb80f4,1,263,0.22136810273609575
5229c2f7-d057-4665-873f-4f21f06054d2,1,33,0.12537154847976284
feb759c9-cf02-4c63-b8f5-712416c62de9,1,159,0.5875196700827466
1c5534ea-0a1c-4a8c-95d7-85d86c6d36a9,0,68,0.7718389306053086
998623cf-f92f-4d8f-ac71-338914caa40a,1,227,0.370007261026729
42660f46-79bf-4de3-a771-de2ae273770a,1,345,0.2721281805953336
515f251b-fbd0-4140-af0b-98ae90363f76,1,305,0.7442118303341337
c3719208-7734-4979-8a75-aebee2e037c2,1,95,0.23862160791895748
bdfc8f57-c16c-426b-a3a5-95a70c77c8cd,1,280,0.4796030960172579
85b1bf7b-c37a-42f7-a40a-33b33c16bc25,1,25,0.0193094509074081
27bb9bf9-3120-42e5-bcdb-fb5424e2b739,1,263,0.8250454296725813
87c6b019-6ffe-4d21-9366-581d11745d83,1,322,0.11022299224113319
bb3a03fa-fad7-47d4-b131-95365be1d6a6,1,220,0.40731733905866263
4f6d94ef-626b-4c5a-9680-5a74e5d14510,1,350,0.3966381567976157
4dfe8b23-9449-40cb-bca5-32ae323a8a98,0,336,0.07817172135763517
c5c1bb8c-154c-41d7-bcf8-36aee87a4931,1,364,0.237400062807951
262cc7d5-aa84-4f4e-9685-51b70429fa1e,1,109,0.3836940266095691
221962cf-dd85-4f8f-9b2a-b0c15939b22a,1,274,0.9391817817685305
ced96d40-c958-4173-8f56-c0fd4f11b129,1,221,0.22102711872732395
f6184679-76b4-4893-a375-556760b96c88,1,325,0.9997393721578975
dd4eeb7b-e2e5-41b9-ad48-9fe8b8de8fda,0,326,0.6499235667975425
906c5d71-b2a4-4ba1-962f-aaeaa6385dff,0,258,0.17912155705724342
3126be00-8fb7-4324-a502-77850ed96bcb,0,37,0.2107180260157271
a4087434-949f-45eb-a03f-800cb1cc1b7c,1,32,0.5524407170549601
0e31b610-11d3-4d97-9120-67d90ec53e84,1,206,0.9572347490662609
97bb10db-1f35-4266-a66e-f64f84e15b84,0,142,0.7680750194537507
8148416e-f94b-4b79-a8d1-1ef6c61369ad,1,325,0.7752204536090347
3158a7df-0179-4f00-b606-89e07daa09a4,1,321,0.605533982444964
ad53d6cf-6aad-4419-a3a0-cebbd6fd0697,1,207,0.014954941147718004
79565233-a0c4-470f-a117-5719304ff32b,1,235,0.3726273848447482
f7ed3666-65ee-4f2a-8970-7f0ea910e4d1,1,66,0.8140282097927918
74728738-ba5f-436b-a33e-6982ca6c7177,1,158,0.2111107934874974
3f83dd55-24b5-4bf3-85e5-8ac7b39e0ca2,1,152,0.5534218914544307
33c992a5-1ab9-4b70-8649-131c84818405,1,231,0.9356008645569692
d93e8c69-93e5-4d30-abc3-d8e47884306a,1,87,0.7362088587460999
bb157956-a05a-419d-b816-a5c4543f8444,1,325,0.9079958290574662
da206457-e1b0-4e09-9cd9-c270e199c3b4,1,180,0.9162406713071126
5d31e398-a83c-4bb5-b3ce-1fdd3870932c,1,278,0.6242657790657395
53bad5fd-61d3-45fb-b9ef-a96da480620d,1,78,0.6715814180832467
1bb42aac-1e6b-46bf-a655-aaa5bfc67721,1,101,0.1651421292810623
8cc80aa3-82ce-4269-9ec3-f3c51a86adc8,0,308,0.31851494253553336
68102c54-b01e-4113-9149-1dc343b87f83,1,231,0.3281383784938048
25459fd6-c999-4d3e-8155-43da82d034f8,1,243,0.8867904626405058
062a7e6b-5208-4d42-b05a-440b69f69bd7,1,40,0.8227919145961207
346f49f4-c2ae-426c-be19-a9079df5bad5,0,93,0.7241337842912888
d859829f-4dfa-4679-a31f-2d2458965ec1,1,21,0.6356072093524039
1e3aa1fb-7e83-4a8b-9917-ec43ed289c3c,1,76,0.5419254046284646
0e2afa3d-d85b-4d1f-87db-f5f1c872e531,1,185,0.9065574298696468
5746b567-4b58-4f79-a262-9ef619918f9d,0,15,0.7323902772543489
07a08844-edae-46bd-8b30-8f76723a5da8,1,243,0.7715513480170045
7a8233c2-1637-4a66-a3f6-fc6fb89901d1,1,150,0.37863863430492883
a93bcb5c-89bf-4c47-8112-1424513321ba,1,190,0.8585057715090639
76c1c2f2-465d-4cb5-b1c2-662cd6e1e0b9,1,289,0.6538211661319993
66743317-03a5-4cd7-a255-17bd00981d94,1,352,0.8019088632425959
73e7a58f-982d-4e9c-af44-f00ceff46ea1,1,1,0.8622976510791056
60d6d9d7-2054-49c0-a63d-1184ade24074,1,23,0.060778433156285505
cdebc602-cdc9-4b48-a2d2-7dff8d1e6834,1,279,0.8209577180839418
7da371a9-98ac-4500-8c99-b390e7519577,1,305,0.8572204751362899
f11012d7-79db-415b-9a80-54b21c3edb06,1,83,0.7816412140450245
1c4986dd-7f77-4c34-9d7c-9f10004434a2,0,275,0.5857993043267222
43716329-a21c-4fb5-bd59-a5c3ad7d0a02,1,311,0.059499222964362275
0f251573-9be6-4b8a-8629-345d76e623b4,1,33,0.06587256899823102
3d81aafb-89de-431c-be6c-b2255847a402,1,221,0.4786479477638693
e10be01a-277c-4638-b230-8bf1a9b1c93d,1,294,0.7472204703387937
30ba6c4f-958f-4abb-96a5-a26f04983b2f,1,161,0.1738839726737671
f480010c-a5b2-4c4c-b327-3fd9ea8e614e,1,10,0.6337265567251039
79a82f0f-e251-46d9-8821-d860deca8608,1,312,0.1277083264800133
ddd3510e-7705-4ef8-a8bf-fd53ff9fab47,0,344,0.6078336509620855
7f3113af-1a49-42e1-a8f0-909dbc4ea6d6,0,45,0.5468491963576275
a43b1f32-84e6-4c70-8dfa-0a34fc80e595,1,280,0.1425280402094411
b2c52300-160e-4ffc-8cfd-ec4029a129df,0,162,0.023589335834825143
a6709fed-da3c-4832-9956-bd8320de79f9,1,62,0.6267984333289671
1d011511-5594-44e6-8a8d-016c9ccb7071,0,12,0.7832261854219835
e9a79ad6-2ac3-461e-90a5-0fb70b819aad,1,311,0.19774155844349695
5aea3cd9-2c81-4a0a-a86a-f61feba65fb0,1,222,0.7980189606379375
40340b81-b7da-4683-aafe-39e2485ca581,0,240,0.3785668250147154
8161defb-1486-4e51-ae24-64a7a3197084,1,221,0.3550629978606019
a62ad137-7826-43e6-94ca-e5444656ecbf,0,37,0.2204293599580074
c0126f53-315d-487c-b52b-6eaa499e48e6,0,204,0.9845274425640596
e99fdf87-3e7a-4ef9-aaff-3f16967d4987,1,104,0.13877518655697108
dd20f2d2-bfc3-4869-a807-f1363665eb7c,1,118,0.250860747435249
3370e566-7ddb-47e7-b0f6-6d6a5cf2b4d3,1,278,0.0967772857513658
3d125be4-5512-436d-8543-91007430527e,1,63,0.43535540747056023
d4ea3772-4733-4f3e-be74-9566cf8b953b,1,191,0.5300507249763139
a3fe9190-f2be-442a-bcde-e2cf8eb45b25,0,103,0.7830679681251367
9a8c5479-ae77-47d7-b67a-5c2440bdfd38,1,7,0.4802740374793003
e03bf2e0-f180-42cb-a29d-d2bc18ad644e,1,300,0.839659458760009
a5bcde84-5fc4-4958-a883-59103b60bea6,1,58,0.8777018448483307
3c5396b9-4e9a-4543-97d9-fc42383fd8c7,1,275,0.5728959242535678
bafbeba5-7f1e-4431-a46f-791f1344df50,1,360,0.10478478219746945
0f54dcee-b346-41f8-91e1-ec449eb2bd61,1,264,0.867208546178739
f5b14bbc-cbeb-45e7-b037-db5813f327cf,0,42,0.5885895559527029
5b497b7e-5642-47eb-b6c8-d9470803fee2,1,186,0.8237110540655082
3db97496-dcec-4e68-8db4-c6cd73eeef1e,1,68,0.33092606808732095
c482105f-e2ac-430f-a27e-4f1791171f73,1,13,0.691005178242835
793c865d-786f-4080-a33b-f2753a5bb780,1,211,0.47054948226643656
a9570a33-5caf-475b-a071-4cc21f4865c1,1,16,0.7190885879414326
d49c0bc9-621a-4fcc-9f83-7e7c9fd351f9,1,342,0.02454860466957276
499c2cd0-6942-45c6-bff6-701b61f278a3,1,73,0.40904411812262753
67932d4d-3049-4bae-ae58-c43f6d72b65b,1,299,0.7489018972022374
880304aa-8d5f-4878-bc31-a9204ed97592,1,12,0.693894395678926
bf41c753-4223-48d1-b942-104b16e0ca7e,1,286,0.27434463785941265
39343444-3cb4-451b-9a27-5ede81d7bceb,1,175,0.7484203495372413
31e3f65b-4690-4be3-a082-b4fac47a7d4a,1,139,0.7933374104605463
e8b64818-ba5c-4f93-b3d9-b310de0594f0,1,129,0.2094110838411367
39f19c18-b1c2-4d41-9686-5c80c3daf7cf,1,1,0.677442290590646
6a291478-f161-4950-bd8f-ac5f1b5752ea,1,89,0.6408687646464352
10139a01-74ea-4780-9279-6c9f80322f4f,1,346,0.10569211859890482
514f8324-cb3c-4016-a8aa-8a400a6d796b,1,100,0.22866240026922846
de7da061-8ccf-4030-8818-72747b4efba1,1,187,0.07135504010812654
